21/11/2022 11:11:46	37.904	23.300	0.474	0.331	11.574	0.258	0.227	0.785
21/11/2022 11:11:50	38.036	23.300	0.522	0.310	268.518	0.255	0.371	1.196
21/11/2022 11:11:54	38.057	23.280	0.550	0.296	370.370	0.252	0.431	1.316
21/11/2022 11:11:57	37.968	23.270	0.561	0.291	458.333	0.250	0.451	1.340
21/11/2022 11:12:01	37.868	23.280	0.567	0.289	432.870	0.250	0.456	1.342
21/11/2022 11:12:05	38.023	23.280	0.570	0.287	500.000	0.248	0.458	1.338
21/11/2022 11:12:09	38.057	23.270	0.572	0.289	458.333	0.248	0.459	1.331
21/11/2022 11:12:12	38.122	23.260	0.573	0.289	511.574	0.248	0.459	1.326
21/11/2022 11:12:16	38.066	23.250	0.574	0.289	465.278	0.247	0.459	1.322
21/11/2022 11:12:20	38.145	23.270	0.576	0.289	530.093	0.246	0.460	1.317
21/11/2022 11:12:23	37.968	23.270	0.576	0.290	479.167	0.245	0.461	1.312
21/11/2022 11:12:27	38.233	23.270	0.577	0.291	541.667	0.245	0.461	1.310
21/11/2022 11:12:31	38.022	23.260	0.578	0.292	495.370	0.245	0.461	1.306
21/11/2022 11:12:34	38.065	23.250	0.579	0.292	548.611	0.245	0.461	1.303
21/11/2022 11:12:38	38.013	23.260	0.579	0.292	490.741	0.244	0.461	1.301
21/11/2022 11:12:42	38.068	23.270	0.580	0.292	553.241	0.244	0.461	1.298
21/11/2022 11:12:45	38.246	23.280	0.580	0.292	500.000	0.243	0.461	1.295
21/11/2022 11:12:49	38.146	23.290	0.581	0.292	555.555	0.243	0.462	1.293
21/11/2022 11:12:53	38.025	23.290	0.581	0.292	500.000	0.243	0.463	1.291
21/11/2022 11:12:57	38.058	23.290	0.581	0.292	560.185	0.243	0.463	1.289
21/11/2022 11:13:00	38.048	23.290	0.581	0.292	504.630	0.243	0.462	1.287
21/11/2022 11:13:04	38.190	23.270	0.582	0.292	557.870	0.243	0.462	1.287
21/11/2022 11:13:08	38.301	23.270	0.582	0.292	493.055	0.243	0.461	1.285
21/11/2022 11:13:11	38.233	23.270	0.583	0.292	548.611	0.243	0.462	1.284
21/11/2022 11:13:15	38.132	23.250	0.583	0.292	486.111	0.243	0.462	1.282
21/11/2022 11:13:19	38.122	23.250	0.583	0.292	539.352	0.242	0.462	1.281
21/11/2022 11:13:22	38.155	23.250	0.583	0.292	476.852	0.242	0.462	1.280
21/11/2022 11:13:26	38.343	23.250	0.583	0.292	527.778	0.242	0.462	1.280
21/11/2022 11:13:30	38.088	23.240	0.583	0.291	479.167	0.241	0.462	1.278
21/11/2022 11:13:34	38.254	23.240	0.584	0.291	523.148	0.242	0.462	1.278
21/11/2022 11:13:37	38.520	23.250	0.584	0.291	469.907	0.241	0.462	1.278
21/11/2022 11:13:41	38.342	23.230	0.584	0.291	525.463	0.241	0.462	1.277
21/11/2022 11:13:45	38.165	23.230	0.584	0.290	462.963	0.241	0.462	1.276
21/11/2022 11:13:48	38.297	23.220	0.585	0.290	523.148	0.241	0.462	1.276
21/11/2022 11:13:52	38.507	23.230	0.585	0.290	462.963	0.241	0.462	1.275
21/11/2022 11:13:56	38.329	23.210	0.585	0.290	518.518	0.241	0.462	1.275
21/11/2022 11:13:59	38.363	23.200	0.586	0.289	460.648	0.241	0.462	1.275
21/11/2022 11:14:03	38.385	23.210	0.586	0.289	518.518	0.241	0.463	1.273
